PotLabel,Line,OtherNamesonRecord,DatePlanted,StandCount,StandCountCleaned,DateTaken,NumInfected,DateObserved,Replant,Year,Row,DateReplanted,StandCount1,StandCount2,StandCount3,DateReplantTaken,ReplantInfected1,ReplantInfected2,ReplantInfected3,ReplantDateObserved,SusceptibilityRating03,BadStand,Remove,SCMVTests,GenoName,GBSDataSource,EndospermType,Region,Program,2019Planting,20142015Planting,UninfectedFirstRound,PercentInfectedFirstRound,PercentUninfectedFirstRound,SusceptibilityRating02,PercentInfectedAllRounds,SusceptibilityRating05
98,SD592,,2019-01-29,8,8,2019-02-12,6,2019-02-21,n,14,32367,,,,,,,,,,2,Fine,Keep,TRUE,SD592,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,2,75,25,1,75,4
133,Mo17,,2019-02-14,8,8,2019-02-27,6,2019-03-08,n,16,6829,,,,,,,,,,2,Fine,Keep,TRUE,PI558532,WiDivMerged,field,Mdw,MO,FALSE,TRUE,2,75,25,1,75,4
151,IL757b,,2019-02-14,8 (1 small),8,2019-02-27,6,2019-03-08,n,13,4243,,,,,,,,,,2,Fine,Keep,TRUE,IL747b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,75,25,1,75,4
155,IL393a,,2019-02-14,8,8,2019-02-27,6,2019-03-08,n,13,4115,,,,,,,,,,2,Fine,Keep,TRUE,IL393a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,75,25,1,75,4
173,IL368a,,2019-02-14,8,8,2019-02-27,6,2019-03-08,n,13,4110,,,,,,,,,,2,Fine,Keep,TRUE,IL368a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,75,25,1,75,4
185,C12-1,,2019-02-14,8,8,2019-02-27,6,2019-03-08,n,13,3937,,,,,,,,,,2,Fine,Keep,TRUE,Ames22015,all_sweet,su1,Ne,CT,TRUE,TRUE,2,75,25,1,75,4
230,Ind.5817,,2019-02-28,4 (1 small),4,2019-03-15,3,2019-03-26,n,14,32406,,,,,,,,,,2,Fine,Keep,TRUE,,NA,su1,,,TRUE,TRUE,1,75,25,1,75,4
231,A685su,(PI 567793),2019-02-28,8,8,2019-03-15,6,2019-03-26,n,13,3931,,,,,,,,,,2,Fine,Keep,TRUE,PI567793,WiDivMerged,su1,Mdw,MN,TRUE,TRUE,2,75,25,1,75,4
278,W85,,2019-02-28,8,8,2019-03-15,6,2019-03-26,n,13,4546,,,,,,,,,,2,Fine,Keep,TRUE,W85,WiDivMerged,field,Mdw,WI,TRUE,TRUE,2,75,25,1,75,4
282,IL692c,,2019-02-28,8,8,2019-03-15,6,2019-03-26,n,14,32413,,,,,,,,,,2,Fine,Keep,TRUE,IL692c,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,75,25,1,75,4
293,257A9,,2019-02-28,8,8,2019-03-15,6,2019-03-26,n,14,32375,,,,,,,,,,2,Fine,Keep,TRUE,257A9,WiDivMerged,su1,,,TRUE,TRUE,2,75,25,1,75,4
309,STRAIN 451B-4-68B,Strain 451B-4-68(B),2019-02-28,8,8,2019-03-15,6,2019-03-26,n,13,4524,,,,,,,,,,2,Fine,Keep,TRUE,PI358529,all_sweet,su1,Mdw,IL,TRUE,FALSE,2,75,25,1,75,4
323,C2,,2019-02-28,4,4,2019-03-15,3,2019-03-26,n,13,3944,,,,,,,,,,2,Fine,Keep,TRUE,C2,WiDivMerged,su1,Ne,CT,TRUE,TRUE,1,75,25,1,75,4
332,P39-16-275:61,,2019-02-28,8,8,2019-03-15,6,2019-03-26,n,13,4465,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IN,FALSE,FALSE,2,75,25,1,75,4
354,VIA5492,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,13,4541,,,,,,,,,,2,Fine,Keep,TRUE,VIA5492,WiDivMerged,su1,,,TRUE,TRUE,2,75,25,1,75,4
356,IL774a,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,13,4264,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,2,75,25,1,75,4
360,IL318a,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,13,4102,,,,,,,,,,2,Fine,Keep,TRUE,IL318a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,75,25,1,75,4
361,Strain T32-397-68r,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,13,4529,,,,,,,,,,2,Fine,Keep,TRUE,Strain_T32_397_68r,WiDivMerged,su1,Mdw,IL,FALSE,FALSE,2,75,25,1,75,4
369,A684su,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,13,3929,,,,,,,,,,2,Fine,Keep,TRUE,PI567792,WiDivMerged,su1,Mdw,MN,TRUE,TRUE,2,75,25,1,75,4
370,IL442A-431-68(D),,2019-03-12,4,4,2019-03-26,3,2019-04-10,n,13,3912,,,,,,,,,,2,Fine,Keep,TRUE,IL442a,WiDivMerged,su1,Mdw,IL,FALSE,FALSE,1,75,25,1,75,4
372,C18,,2019-03-12,4,4,2019-03-26,3,2019-04-10,n,13,3943,,,,,,,,,,2,Fine,Keep,TRUE,Ames22017,all_sweet,su1,Ne,CT,TRUE,TRUE,1,75,25,1,75,4
404,Wuh08127ia,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,15,8104,,,,,,,,,,2,Fine,Keep,TRUE,Wuh08127i,WiDivMerged,sh2i,Mdw,WI,TRUE,FALSE,2,75,25,1,75,4
411,We05410,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,14,41122,,,,,,,,,,2,Fine,Keep,TRUE,We05410,WiDivMerged,se,Mdw,WI,TRUE,TRUE,2,75,25,1,75,4
412,Wh09141R,,2019-03-12,4,4,2019-03-26,3,2019-04-10,n,14,41416,,,,,,,,,,2,Fine,Keep,TRUE,Wh09141R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,75,25,1,75,4
414,Wuh09150i,,2019-03-12,8,8,2019-03-26,6,2019-04-10,n,10,41380,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09150i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,2,75,25,1,75,4
422,Wuh09098i,,2019-03-12,4,4,2019-03-26,3,2019-04-10,n,15,8107,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09098i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,1,75,25,1,75,4
433,Wh07061a,,2019-03-12,4,4,2019-03-26,3,2019-04-10,n,13.14CCO,3225,,,,,,,,,,2,Fine,Keep,TRUE,Wh07061a,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,75,25,1,75,4
456,Wh07061b,,2019-03-28,4,4,2019-04-10,3,2019-04-25,n,9,2-7-9-4 (7907),,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,75,25,1,75,4
473,Wuh09174i,,2019-03-28,4,4,2019-04-10,3,2019-04-25,n,14,41818,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09174i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,1,75,25,1,75,4
483,We09402,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,14,41210,,,,,,,,,,2,Fine,Keep,TRUE,We09402,WiDivMerged,se,Mdw,WI,TRUE,TRUE,2,75,25,1,75,4
505,Wh00050,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,14,41223,,,,,,,,,,2,Fine,Keep,TRUE,Wh00050,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,2,75,25,1,75,4
508,Wu10802R,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,15,7846,,,,,,,,,,2,Fine,Keep,TRUE,Wu10802R,all_sweet,su1,Mdw,WI,TRUE,FALSE,2,75,25,1,75,4
517,Fa32B,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,11,2-7-17-8 (360),,,,,,,,,,2,Fine,Keep,TRUE,Fa32B,all_sweet,sh2i,Sou,FL,TRUE,TRUE,2,75,25,1,75,4
519,We11401,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,14,41221,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,2,75,25,1,75,4
530,Wuh11801i,,2019-03-28,8,8,2019-04-10,6,2019-04-25,n,13.14cc0,3217,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,2,75,25,1,75,4
562,Wh08114,,2019-05-22,8,8,2019-06-07,6,2019-06-17,n,15,7914,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,2,75,25,1,75,4
193,IL18c,,2019-02-14,5,5,2019-02-27,4,2019-03-08,n,13,4064,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,80,20,1,80,4
339,Ma2410-1191,,2019-03-12,5 (1 small),5,2019-03-26,4,2019-04-10,n,13,4355,,,,,,,,,,2,Fine,Keep,TRUE,Ma2410,all_sweet,NA,Ne,MA,FALSE,FALSE,1,80,20,1,80,4
378,Wu00801,,2019-03-12,5,5,2019-03-26,4,2019-04-10,n,8,3-2-2-10,,,,,,,,,,2,Fine,Keep,TRUE,Wu00801,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,1,80,20,1,80,4
427,Wh09068,,2019-03-12,5,5,2019-03-26,4,2019-04-10,n,14,41402,,,,,,,,,,2,Fine,Keep,TRUE,Wh09068,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,80,20,1,80,4
432,Wh07166R,,2019-03-12,5,5,2019-03-26,4,2019-04-10,n,15,7867,,,,,,,,,,2,Fine,Keep,TRUE,Wh07166R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,80,20,1,80,4
448,Wuh07429i,,2019-03-12,5,5,2019-03-26,4,2019-04-10,n,14,41625,,,,,,,,,,2,Fine,Keep,TRUE,Wuh07429i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,1,80,20,1,80,4
507,Wh10135R,,2019-03-28,5,5,2019-04-10,4,2019-04-25,n,10,41352,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,80,20,1,80,4
20,IL615a,,2019-01-29,"6 (2 small, 4 good)",6,2019-02-12,5,2019-02-21,n,13,4201,,,,,,,,,,2,Fine,Keep,TRUE,IL615a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
68,P39A,,2019-01-29,6,6,2019-02-12,5,2019-02-21,n,13,4467,,,,,,,,,,2,Fine,Keep,TRUE,NSL8583,all_sweet,su1,Mdw,IN,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
336,IL775a,,2019-02-28,6,6,2019-03-15,5,2019-03-26,n,13,4270,,,,,,,,,,2,Fine,Keep,TRUE,IL775a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
367,Me244Wa,,2019-03-12,6,6,2019-03-26,5,2019-04-10,n,13,4416,,,,,,,,,,2,Fine,Keep,TRUE,Ames22042,all_sweet,NA,Ne,ME,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
400,Wh10062R,,2019-03-12,6,6,2019-03-26,5,2019-04-10,n,14,41502,,,,,,,,,,2,Fine,Keep,TRUE,Wh10062R,all_sweet,sh2,Mdw,WI,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
401,Wuh12035i,,2019-03-12,6,6,2019-03-26,5,2019-04-10,n,14,10259,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
425,We03418a,,2019-03-12,6,6,2019-03-26,5,2019-04-10,n,18,2835,,,,,,,,,,2,Fine,Keep,TRUE,We03418a,WiDivMerged,se,Mdw,WI,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
441,Wh10105R,,2019-03-12,6,6,2019-03-26,5,2019-04-10,n,10,41320,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
450,We11405,,2019-03-28,6,6,2019-04-10,5,2019-04-25,n,5,2-2-6-8 (1761),,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,WI,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
470,Wh98044,,2019-03-28,6,6,2019-04-10,5,2019-04-25,n,11,10405,,,,,,,,,,2,Fine,Keep,TRUE,Wh98044,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
472,Wh10067R,,2019-03-28,6,6,2019-04-10,5,2019-04-25,n,12,2713,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,83.33333333,16.66666667,1,83.33333333,5
546,We05411,,2019-05-22,6,6,2019-06-07,5,2019-06-17,n,14,41124 (41125),,,,,,,,,,2,Fine,Keep,TRUE,We05411,WiDivMerged,se,Mdw,WI,TRUE,TRUE,1,83.33333333,16.66666667,1,83.33333333,5
7,Me2rt,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,17.18,5011,,,,,,,,,,2,Fine,Keep,TRUE,Me2rt,WiDivMerged,su1,Ne,ME,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
12,C7e,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,13,4002,,,,,,,,,,2,Fine,Keep,TRUE,Ames22013,all_sweet,su1,Ne,CT,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
26,IL676a,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,13,4208,,,,,,,,,,2,Fine,Keep,TRUE,IL676a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
32,NJ112,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,13,4434,,,,,,,,,,2,Fine,Keep,TRUE,Ames22044,all_sweet,su1,Ne,NJ,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
33,Ia2003,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,14,32219,,,,,,,,,,2,Fine,Keep,TRUE,Ames22028,all_sweet,su1,Mdw,IA,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
70,IL678a-se,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,13,4215,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
90,V781,,2019-01-29,7,7,2019-02-12,6,2019-02-21,n,13,4540,,,,,,,,,,2,Fine,Keep,TRUE,V781,WiDivMerged,su1,,,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
124,IL803a,,2019-02-14,7,7,2019-02-27,6,2019-03-08,n,18,9348,,,,,,,,,,2,Fine,Keep,TRUE,IL803a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
144,I45,,2019-02-14,7 (1 small),7,2019-02-27,6,2019-03-08,n,9,5756,,,,,,,,,,2,Fine,Keep,TRUE,I45,WiDivMerged,su1,,,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
166,IL7,,2019-02-14,7 (+ 1 dying?),7,2019-02-27,6,2019-03-08,n,18,9058,,,,,,,,,,2,Fine,Keep,TRUE,IL7,all_sweet,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
179,P35,,2019-02-14,7,7,2019-02-27,6,2019-03-08,n,13,4456,,,,,,,,,,2,Fine,Keep,TRUE,P35,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
180,IL729a,,2019-02-14,7,7,2019-02-27,6,2019-03-08,n,13,4231,,,,,,,,,,2,Fine,Keep,TRUE,IL729a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
200,IL774b su,,2019-02-14,7,7,2019-02-27,6,2019-03-08,n,13,4266,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
250,EP60,,2019-02-28,7 (1 small),7,2019-03-15,6,2019-03-26,n,14,31153,,,,,,,,,,2,Fine,Keep,TRUE,EP60,all_sweet,su1,Int,SP,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
285,IP39,,2019-02-28,7,7,2019-03-15,6,2019-03-26,n,13,4342,,,,,,,,,,2,Fine,Keep,TRUE,Ames22032,all_sweet,su1,Mdw,IA,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
289,P39 Goodman-Buckler,,2019-02-28,7,7,2019-03-15,6,2019-03-26,n,13,4461,,,,,,,,,,2,Fine,Keep,TRUE,Ames28186,all_sweet,su1,Mdw,IN,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
291,IL731a (se),,2019-02-28,7,7,2019-03-15,6,2019-03-26,n,13,4234,,,,,,,,,,2,Fine,Keep,TRUE,Ames27444,all_sweet,se,Mdw,IL,FALSE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
292,IL323a,,2019-02-28,7,7,2019-03-15,6,2019-03-26,n,13,4105,,,,,,,,,,2,Fine,Keep,TRUE,IL323a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
343,IL454a,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,13,4152,,,,,,,,,,2,Fine,Keep,TRUE,IL454a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
349,P39,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,13,4457,,,,,,,,,,2,Fine,Keep,TRUE,P39,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
363,G8,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,13,4015,,,,,,,,,,2,Fine,Keep,TRUE,G8,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
377,IL303b,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,13,4101,,,,,,,,,,2,Fine,Keep,TRUE,IL303b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
380,Wuh09164i,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,14,41811,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09164i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
383,Wh03031,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,11,10429,,,,,,,,,,2,Fine,Keep,TRUE,Wh03031,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
385,Wh13037,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,15,8140,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
399,Wh13041,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,15,8143,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
417,We04401,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,12,3-1-14-1,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
418,Wh98063,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,8,3-2-1-10,,,,,,,,,,2,Fine,Keep,TRUE,Wh98063,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
431,Wh08042,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,14,41318,,,,,,,,,,2,Fine,Keep,TRUE,Wh08042,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
434,Wuh09144i,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,10,41374,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09144i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
442,Wuh98032,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,8,3-1-5-4 (9003),,,,,,,,,,2,Fine,Keep,TRUE,Wuh98032,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
446,Wh00033,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,15,7855,,,,,,,,,,2,Fine,Keep,TRUE,Wh00033,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
449,Wh05081b,,2019-03-12,7,7,2019-03-26,6,2019-04-10,n,13,8510,,,,,,,,,,2,Fine,Keep,TRUE,Wh05081b,all_sweet,sh2,Mdw,WI,TRUE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
509,Wu99811,,2019-03-28,7,7,2019-04-10,6,2019-04-25,n,11,10411,,,,,,,,,,2,Fine,Keep,TRUE,Wu99811,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
537,Wh10088R,,2019-03-28,7,7,2019-04-10,6,2019-04-25,n,10,41259,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,1,85.71428571,14.28571429,1,85.71428571,5
544,Wh08115b,,2019-05-22,7,7,2019-06-07,6,2019-06-17,n,14,41323,,,,,,,,,,2,Fine,Keep,TRUE,Wh08115b,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,85.71428571,14.28571429,1,85.71428571,5
2,SD42,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,14,32362,,,,,,,,,,2,Fine,Keep,TRUE,SD42,all_sweet,su1,Mdw,SD,TRUE,FALSE,1,87.5,12.5,1,87.5,5
5,STRAIN T24-395-68B,Strain T24-395-68(B),2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4528,,,,,,,,,,2,Fine,Keep,TRUE,PI358536,all_sweet,su1,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
8,Ia5125 (non-fire),,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4034,,,,,,,,,,2,Fine,Keep,TRUE,,NA,su1,Mdw,IA,TRUE,FALSE,1,87.5,12.5,1,87.5,5
9,W3647,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,14,32217,,,,,,,,,,2,Fine,Keep,TRUE,Ames22053,all_sweet,su1,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
10,P39-LE-3438:64,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4502,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IN,FALSE,FALSE,1,87.5,12.5,1,87.5,5
11,IL86e,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4334,,,,,,,,,,2,Fine,Keep,TRUE,IL86e,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
23,W5579,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,0,6107,,,,,,,,,,2,Fine,Keep,TRUE,Ames22058,all_sweet,su1,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
42,MDM-8,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4406,,,,,,,,,,2,Fine,Keep,TRUE,MDM_8,WiDivMerged,su1,,,TRUE,TRUE,1,87.5,12.5,1,87.5,5
47,NJ618,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4438,,,,,,,,,,2,Fine,Keep,TRUE,NJ618,WiDivMerged,su1,Ne,NJ,TRUE,TRUE,1,87.5,12.5,1,87.5,5
62,P39-16-276:61,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4466,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IN,FALSE,FALSE,1,87.5,12.5,1,87.5,5
77,IL710a,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4228,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
86,IL103a,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4048,,,,,,,,,,2,Fine,Keep,TRUE,IL103a,all_sweet,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
89,IL699f,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,13,4224,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
107,W3722,,2019-01-29,8,8,2019-02-12,7,2019-02-21,n,0,6103,,,,,,,,,,2,Fine,Keep,TRUE,Ames22054,all_sweet,su1,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
118,C4,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,3956,,,,,,,,,,2,Fine,Keep,TRUE,C4,all_sweet,su1,Ne,CT,TRUE,TRUE,1,87.5,12.5,1,87.5,5
119,IL31a,,2019-02-14,8 (1 small),8,2019-02-27,7,2019-03-08,n,13,4103,,,,,,,,,,2,Fine,Keep,TRUE,IL31a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
121,IL465a,,2019-02-14,8 (1 small),8,2019-02-27,7,2019-03-08,n,13,4153,,,,,,,,,,2,Fine,Keep,TRUE,IL465a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,87.5,12.5,1,87.5,5
136,SD277,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,14,32365,,,,,,,,,,2,Fine,Keep,TRUE,SD277,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,1,87.5,12.5,1,87.5,5
158,21-396-68(B),,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,3870,,,,,,,,,,2,Fine,Keep,TRUE,PI358535,all_sweet,su1,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
163,IL781a,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4312,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
170,OLCOTT-1067:72,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4452,,,,,,,,,,2,Fine,Keep,TRUE,OLCOTT,WiDivMerged,NA,,,FALSE,FALSE,1,87.5,12.5,1,87.5,5
171,Me1,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4408,,,,,,,,,,2,Fine,Keep,TRUE,Ames22037,all_sweet,su1,Ne,ME,TRUE,TRUE,1,87.5,12.5,1,87.5,5
174,Strain 18B-5-64,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,13,4522,,,,,,,,,,2,Fine,Keep,TRUE,PI358524,all_sweet,su1,Mdw,IL,FALSE,FALSE,1,87.5,12.5,1,87.5,5
177,W6757,,2019-02-14,8,8,2019-02-27,7,2019-03-08,n,14,32207,,,,,,,,,,2,Fine,Keep,TRUE,Ames22065,all_sweet,su1,Mdw,WI,TRUE,TRUE,1,87.5,12.5,1,87.5,5
